id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
620213,Corvus,cornix,,birds,Hooded Crow,Cedric Mroczko,Turkey,"Göksu deltası, Silifke, Mersin",36.2935,33.9363,0,"call, flight call",,,field recording,//xeno-canto.org/620213,https://xeno-canto.org/620213/download,XC620213-201220_001h.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620213-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620213-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620213-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620213-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620213-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620213-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620213-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:06,12:00,2020-12-20,2021-02-07,[],"High-pass filtered (250Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
620199,Corvus,cornix,,birds,Hooded Crow,Cedric Mroczko,Turkey,"Göksu deltası, Silifke, Mersin",36.2935,33.9363,0,flight call,,,field recording,//xeno-canto.org/620199,https://xeno-canto.org/620199/download,XC620199-201220_001a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620199-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620199-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620199-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620199-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620199-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620199-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620199-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:41,11:05,2020-12-20,2021-02-07,[],"High-pass filtered (250Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
616461,Corvus,cornix,,birds,Hooded Crow,Cedric Mroczko,Turkey,"Yumurtalık Lagünleri Milli Parkı (Halep çamı ormanı), Adana",36.741,35.6243,0,flight call,,,field recording,//xeno-canto.org/616461,https://xeno-canto.org/616461/download,XC616461-201214_003p.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC616461-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC616461-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC616461-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC616461-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC616461-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC616461-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC616461-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:04,09:15,2020-12-14,2021-01-21,['Grus grus'],"High-pass filtered (250Hz, 6dB). d100 + clippy em272 stereo",no,no,no,,,no,,,44100
608930,Corvus,cornix,,birds,Hooded Crow,Cedric Mroczko,Turkey,"Yumurtalık Lagünleri Milli Parkı (Halep çamı ormanı), Adana",36.741,35.6243,0,call,,,field recording,//xeno-canto.org/608930,https://xeno-canto.org/608930/download,XC608930-1214_101951.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC608930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC608930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC608930-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC608930-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC608930-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC608930-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC608930-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:03,10:20,2020-12-14,2020-12-14,"['Grus grus', 'Phylloscopus collybita']","High-pass filtered (150Hz, 6db). r-05 + wildtronics pro mini",yes,yes,no,,,no,,,44100
26034,Corvus,cornix,sharpii,birds,Hooded Crow,Stuart Fisher,Turkey,"Galata, Istanbul ",41.0248,28.9742,80,"call, calls of two birds",,,field recording,//xeno-canto.org/26034,https://xeno-canto.org/26034/download,Hoodedcrow.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC26034-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC26034-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC26034-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/ffts/XC26034-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC26034-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC26034-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VXZDHTKCBO/wave/XC26034-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:19,?,0000-00-00,2008-12-12,['Passer domesticus'],,unknown,unknown,unknown,,,no,,,44100
611489,Corvus,corax,,birds,Northern Raven,Cedric Mroczko,Turkey,"Sanlica köyü, Mersin",37.2243,34.8508,900,flight call,,,field recording,//xeno-canto.org/611489,https://xeno-canto.org/611489/download,XC611489-201218_001a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611489-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611489-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611489-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611489-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611489-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611489-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611489-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:07,09:55,2020-12-18,2020-12-29,"['Turdus viscivorus', 'Fringilla coelebs', 'Dendrocopos syriacus', 'Sitta neumayer', 'Turdus merula', 'Sitta krueperi', 'Garrulus glandarius', 'Periparus ater']",Stereo recording. d100 + clippy em172 stereo,yes,yes,no,,,no,,,44100
611491,Corvus,corax,,birds,Northern Raven,Cedric Mroczko,Turkey,"Sanlica köyü, Mersin",37.2243,34.8508,900,"call, flight call, song",,,field recording,//xeno-canto.org/611491,https://xeno-canto.org/611491/download,XC611491-201218_001c.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611491-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611491-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611491-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611491-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611491-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611491-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611491-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:45,10:15,2020-12-18,2020-12-29,"['Turdus philomelos', 'Turdus merula', 'Sitta krueperi', 'Garrulus glandarius', 'Chloris chloris', 'Periparus ater']",Stereo recording. d100 + clippy em172 stereo,yes,yes,no,,,no,,,44100
244691,Corvus,corax,,birds,Northern Raven,Yeryüzünün Sâkini,Turkey,"Istanbul, Darussafaka, Maslak",41.1246,29.0359,120,flight call,,,field recording,//xeno-canto.org/244691,https://xeno-canto.org/244691/download,XC244691-x_kuzgun_080913_01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC244691-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC244691-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC244691-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC244691-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC244691-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC244691-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC244691-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:05,13:00,2013-09-08,2015-05-23,[],,yes,yes,no,,,no,,,44100
619975,Corvus,corax,,birds,Northern Raven,Cedric Mroczko,Turkey,"Pozantı, Adana",37.4309,34.9374,1800,flight call,,,field recording,//xeno-canto.org/619975,https://xeno-canto.org/619975/download,XC619975-201219_002e.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC619975-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC619975-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC619975-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC619975-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC619975-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC619975-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC619975-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:23,13:10,2020-12-19,2021-02-06,"['Sitta krueperi', 'Spinus spinus', 'Periparus ater']",d-100 + em172 clippy,no,no,no,,,no,,,44100
618305,Corvus,corax,,birds,Northern Raven,Cedric Mroczko,Turkey,"Çamlıyayla, Mersin",37.1961,34.6291,1100,flight call,,,field recording,//xeno-canto.org/618305,https://xeno-canto.org/618305/download,XC618305-201225_007a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618305-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618305-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618305-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618305-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618305-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618305-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618305-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:57,16:25,2020-12-25,2021-01-29,"['Fringilla coelebs', 'Turdus merula', 'Periparus ater']",d-100 + em272 stereo clippy,no,no,no,,,no,,,44100
618303,Corvus,corax,,birds,Northern Raven,Cedric Mroczko,Turkey,"Çamlıyayla, Mersin",37.1961,34.6291,1100,flight call,,,field recording,//xeno-canto.org/618303,https://xeno-canto.org/618303/download,XC618303-201225_006c.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618303-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618303-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618303-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC618303-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618303-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618303-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC618303-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,16:10,2020-12-25,2021-01-29,"['Chloris chloris', 'Periparus ater']",d-100 + em272 stereo clippy,no,no,no,,,no,,,44100
503718,Corvus,corax,,birds,Northern Raven,Yeryüzünün Sâkini,Turkey,"Istanbul, Darussafaka, Maslak",41.1246,29.0359,70,flight call,,,field recording,//xeno-canto.org/503718,https://xeno-canto.org/503718/download,XC503718-raven (online-audio-converter.com).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC503718-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC503718-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC503718-large.png', 'full': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/ffts/XC503718-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC503718-small.png', 'med': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC503718-med.png', 'large': '//xeno-canto.org/sounds/uploaded/HLGPAPOGYY/wave/XC503718-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:15,11:00,2018-07-31,2019-10-23,[],Two distinct calls in one recording.,yes,yes,no,,,no,,,44100
723029,Periparus,ater,,birds,Coal Tit,Tora BENZEYEN,Turkey,"Beylikova, Eskişehir",39.9686,31.1787,1300,song,uncertain,adult,field recording,//xeno-canto.org/723029,https://xeno-canto.org/723029/download,XC723029-Çam Baştankarası - Çatacık.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723029-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723029-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723029-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723029-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723029-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723029-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723029-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:24,15:30,2022-05-01,2022-05-09,['Fringilla coelebs'],A dense scotch pine forest. ,yes,yes,no,,,no,,,48000
613167,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.441,34.9357,1700,alarm call,,,field recording,//xeno-canto.org/613167,https://xeno-canto.org/613167/download,XC613167-1219_152838.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613167-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613167-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613167-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613167-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613167-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613167-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613167-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:30,15:25,2020-12-19,2021-01-06,['Periparus ater'],"High-pass filtered (1000Hz, 6dB). r-05 + pro-mini",yes,yes,no,,,no,,,44100
613164,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.441,34.9357,1700,song,,,field recording,//xeno-canto.org/613164,https://xeno-canto.org/613164/download,XC613164-1219_152641.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613164-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613164-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613164-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613164-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613164-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613164-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613164-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:27,15:25,2020-12-19,2021-01-06,"['Fringilla coelebs', 'Sitta krueperi', 'Periparus ater']","High-pass filtered (1000Hz, 6dB). r-05 + pro-mini",no,no,no,,,no,,,44100
613105,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.441,34.9357,1700,alarm call,,,field recording,//xeno-canto.org/613105,https://xeno-canto.org/613105/download,XC613105-1219_152359.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613105-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613105-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613105-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613105-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613105-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613105-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613105-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:46,15:20,2020-12-19,2021-01-05,"['Fringilla coelebs', 'Fringilla montifringilla', 'Periparus ater']","A little bit of saturation, but still an ok recording... High-pass filtered (1000Hz, 6dB). r-05 + pro-mini",yes,yes,no,,,no,,,44100
613102,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.441,34.9357,1700,song,,,field recording,//xeno-canto.org/613102,https://xeno-canto.org/613102/download,XC613102-1219_103038.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613102-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613102-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613102-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613102-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613102-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613102-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613102-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:26,10:30,2020-12-19,2021-01-05,['Periparus ater'],"High-pass filtered (1000Hz, 6dB). r-05 + pro-mini",yes,yes,no,,,no,,,44100
613095,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.441,34.9357,1700,call,,,field recording,//xeno-canto.org/613095,https://xeno-canto.org/613095/download,XC613095-1219_094448.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613095-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613095-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613095-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC613095-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613095-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613095-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC613095-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:01,09:45,2020-12-19,2021-01-05,"['Turdus viscivorus', 'Turdus merula', 'Sitta krueperi', 'Spinus spinus', 'Periparus ater']","High-pass filtered (1000Hz, 6dB). r-05 + pro-mini",yes,yes,no,,,no,,,44100
611655,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Kesli, Mersin",37.2773,34.8863,1300,"call, song",,,field recording,//xeno-canto.org/611655,https://xeno-canto.org/611655/download,XC611655-1218_123645.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611655-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611655-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611655-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC611655-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611655-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611655-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC611655-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:56,12:35,2020-12-18,2020-12-30,['Periparus ater'],"A short fight at the end of the recording. High-pass filtered (750Hz, 6dB). r-05 + pro-mini",yes,yes,no,,,no,,,44100
723030,Periparus,ater,,birds,Coal Tit,Tora BENZEYEN,Turkey,"Gerede, Bolu",40.8425,32.2009,1700,song,uncertain,adult,field recording,//xeno-canto.org/723030,https://xeno-canto.org/723030/download,XC723030-Çam Baştankarası - Gerede.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723030-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723030-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723030-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/ffts/XC723030-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723030-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723030-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ESVXZPBMLR/wave/XC723030-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:20,15:30,2022-04-28,2022-05-09,['Fringilla coelebs'],A small openland in dense pine forest after rain. Small streams all around due to the melting snow water. ,yes,yes,no,,,no,,,48000
626832,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Sanlica köyü, Mersin",37.2243,34.8508,900,"call, song",,,field recording,//xeno-canto.org/626832,https://xeno-canto.org/626832/download,XC626832-1230_101637.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC626832-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC626832-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC626832-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC626832-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC626832-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC626832-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC626832-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,10:15,2020-12-30,2021-03-06,"['Fringilla coelebs', 'Turdus merula']","High-pass filtered (1000Hz, 6dB). r05 + pro mini parabolic",yes,yes,no,,,no,,,44100
620035,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.4309,34.9374,1800,song,,,field recording,//xeno-canto.org/620035,https://xeno-canto.org/620035/download,XC620035-201219_003c.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620035-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620035-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620035-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620035-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620035-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620035-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620035-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,5:55,14:50,2020-12-19,2021-02-06,"['Sitta krueperi', 'Parus major', 'Certhia brachydactyla', 'Spinus spinus', 'Periparus ater']","High-pass filtered (750Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
620015,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.4309,34.9374,1800,song,,,field recording,//xeno-canto.org/620015,https://xeno-canto.org/620015/download,XC620015-201219_003b.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620015-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620015-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620015-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620015-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620015-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620015-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620015-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,6:25,14:15,2020-12-19,2021-02-06,"['Sitta krueperi', 'Certhia brachydactyla', 'Spinus spinus', 'Periparus ater']","High-pass filtered (1000Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
620010,Periparus,ater,,birds,Coal Tit,Cedric Mroczko,Turkey,"Pozantı, Adana",37.4309,34.9374,1800,call,,,field recording,//xeno-canto.org/620010,https://xeno-canto.org/620010/download,XC620010-201219_003a.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620010-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620010-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620010-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/ffts/XC620010-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620010-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620010-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TJSRKPHQNP/wave/XC620010-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:15,14:00,2020-12-19,2021-02-06,"['Sitta krueperi', 'Corvus corax', 'Periparus ater']","High-pass filtered (1000Hz, 6dB). d-100 + em172 clippy",no,no,no,,,no,,,44100
